name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft
Broadmoor Plaza,commercial,"Dallas County, Texas",North Galloway Avenue,32.77173797044858,-96.59760295,90664.66157527908,58932.03
Commercial on North Galloway Avenue,commercial,"Dallas County, Texas",North Galloway Avenue,32.78259609455991,-96.60046695,32645.80372875408,21219.77
Industrial on West Trinity Boulevard,industrial,"Dallas County, Texas",West Trinity Boulevard,32.804271860696964,-97.03451143,130389.20414579751,84752.98
Retail on North Buckner Boulevard,retail,"Dallas County, Texas",North Buckner Boulevard,32.804620218484445,-96.68063659,24466.13449353136,15902.99
Retail on North Buckner Boulevard,retail,"Dallas County, Texas",North Buckner Boulevard,32.806239783089275,-96.68061513,38762.024614319234,25195.32
Retail on East R L Thornton Freeway,retail,"Dallas County, Texas",East R L Thornton Freeway,32.795711808236995,-96.68643496,24714.716572705573,16064.57
Walmart Neighborhood Market,retail,"Dallas County, Texas",South Buckner Boulevard,32.75994356336734,-96.6844751,42791.253721664674,27814.31
Retail on Lewiston Avenue,retail,"Dallas County, Texas",Lewiston Avenue,32.74802451224229,-96.65013475,23328.04235589834,15163.23
Commercial on Lake June Road,commercial,"Dallas County, Texas",Lake June Road,32.73533392358493,-96.64931658,21695.875100744284,14102.32
El Rio Grande,retail,"Dallas County, Texas",Lake June Road,32.735815376656994,-96.64580397,47009.766190931885,30556.35
Retail on North Masters Drive,retail,"Dallas County, Texas",North Masters Drive,32.73592289408243,-96.64712871,23680.37198627913,15392.24
Retail on Dennison Street,retail,"Dallas County, Texas",Dennison Street,32.77996846923238,-96.85738696,41307.60127453216,26849.94
Retail on West Ledbetter Drive,retail,"Dallas County, Texas",West Ledbetter Drive,32.692129270550595,-96.85516327,21892.95397630384,14230.42
Retail on Engle Avenue,retail,"Dallas County, Texas",Engle Avenue,32.71922265934863,-96.85628927,20092.634025276817,13060.21
El Rancho,retail,"Dallas County, Texas",West Clarendon Drive,32.73549920081518,-96.89287017,34862.49269738772,22660.62
Retail on Penrod Avenue,retail,"Dallas County, Texas",Penrod Avenue,32.73635381,-96.89222648,22115.83791056845,14375.29
24 Hour Fitness,retail,"Dallas County, Texas",Manderville Lane,32.899306547276815,-96.76679222,52377.33880007864,34045.27
Walmart Supercenter,retail,"Dallas County, Texas",Liberty Lane,32.788793094886884,-96.5991347,250237.56290573484,162654.42
Warehouse on US Highway 80 East,warehouse,"Dallas County, Texas",US Highway 80 East,32.79164307709579,-96.60987179,36785.70177406992,23910.71
Warehouse on Eastgate Drive,warehouse,"Dallas County, Texas",Eastgate Drive,32.72901186140962,-96.60362014,20521.24650061992,13338.81
SalePlace,retail,"Dallas County, Texas",Shepherd Lane,32.72031257801482,-96.6149756,23275.11319558796,15128.82
Retail on Shepherd Lane,retail,"Dallas County, Texas",Shepherd Lane,32.72123091,-96.61481618,23203.825365417542,15082.49
Office on Lyndon B Johnson Freeway,office,"Dallas County, Texas",Lyndon B Johnson Freeway,32.92471781082509,-96.81669853,37359.05474,24283.39
Office on Lyndon B Johnson Freeway,office,"Dallas County, Texas",Lyndon B Johnson Freeway,32.92314593818228,-96.81758025,47917.971572125,31146.68
Office on Lyndon B Johnson Freeway,office,"Dallas County, Texas",Lyndon B Johnson Freeway,32.922380033480586,-96.81770376,42973.16193880033,27932.56
Retail on South Yale Boulevard,retail,"Dallas County, Texas",South Yale Boulevard,32.94385291890406,-96.69213605,54023.606688828135,35115.34
Retail on East Belt Line Road,retail,"Dallas County, Texas",East Belt Line Road,32.944651072347085,-96.70177926,64014.63937492296,41609.52
Retail on South Buckner Boulevard,retail,"Dallas County, Texas",South Buckner Boulevard,32.7364378,-96.68351755,21817.60935282437,14181.45
Mesquite Independent School Disctrict Warehouse,warehouse,"Dallas County, Texas",North Belt Line Road,32.793547081157534,-96.59821146,66013.33268033432,42908.67
Mardel Christian & Education,retail,"Dallas County, Texas",North Galloway Avenue,32.79697996059611,-96.61016014,30794.99023,20016.74
Dollar General,retail,"Dallas County, Texas",Forest Lane,32.91036833949323,-96.74727401,23413.88623931385,15219.03
Office on Carlisle Street,office,"Dallas County, Texas",Carlisle Street,32.80654611831311,-96.79991051,22245.854651140577,14459.81
One Energy Square,office,"Dallas County, Texas",Greenville Avenue,32.847030024864026,-96.77059113,21726.606499896232,14122.29
Retail on Apollo Road,retail,"Dallas County, Texas",Apollo Road,32.95187564066686,-96.65504274,43251.238959072936,28113.31
Michaels,retail,"Dallas County, Texas",North Garland Avenue,32.966308760963734,-96.64588195,24560.19849420663,15964.13
Retail on North President George Bush Highway,retail,"Dallas County, Texas",North President George Bush Highway,32.96689567483486,-96.64559371,23547.935364578483,15306.16
Retail on Meadow Park Drive,retail,"Dallas County, Texas",Meadow Park Drive,32.94562111124734,-96.64532779,35373.01907,22992.46
Walmart Neighborhood Market,retail,"Dallas County, Texas",Gus Thomasson Road,32.83596461171848,-96.67636898,42497.65231237178,27623.47
Daltile,warehouse,"Dallas County, Texas",Planters Road,32.78120114703819,-96.57740629,633041.8116746858,411477.18
Commercial on North Highway 67,commercial,"Dallas County, Texas",North Highway 67,32.60709173742619,-96.92694772,36640.65010478181,23816.42
Warehouse on Unknown,warehouse,"Dallas County, Texas",Unknown,32.59175334999999,-96.92932885,22747.138577684625,14785.64
Warehouse on East Belt Line Road,warehouse,"Dallas County, Texas",East Belt Line Road,32.59095810000001,-96.9293299,27557.118712358257,17912.13
Retail on East Lookout Drive,retail,"Dallas County, Texas",East Lookout Drive,32.98430227,-96.68151091,32213.798309187703,20938.97
Retail on Eula Drive,retail,"Dallas County, Texas",Eula Drive,32.90872243306321,-96.57898852,21806.31164776887,14174.1
Walmart Supercenter,retail,"Dallas County, Texas",Lakeview Parkway,32.91075998923221,-96.57784554,213743.34036717625,138933.17
Retail on Amesbury Lane,retail,"Dallas County, Texas",Amesbury Lane,32.91641625,-96.52188795,22102.62018107503,14366.7
Retail on Lakeview Parkway,retail,"Dallas County, Texas",Lakeview Parkway,32.91842896,-96.51876954,24692.246075364685,16049.96
Retail on Lakeview Parkway,retail,"Dallas County, Texas",Lakeview Parkway,32.91761273295532,-96.52045267,29505.57174425979,19178.62
Retail on Lakeview Parkway,retail,"Dallas County, Texas",Lakeview Parkway,32.91818352438807,-96.51969124,63770.60057778604,41450.89
Retail on Skillman Street,retail,"Dallas County, Texas",Skillman Street,32.857409763781696,-96.75333857,43841.92062162692,28497.25
Retail on East Northwest Highway,retail,"Dallas County, Texas",East Northwest Highway,32.85637332628018,-96.75146689,53790.25271514499,34963.66
Retail on East Northwest Highway,retail,"Dallas County, Texas",East Northwest Highway,32.85935517500423,-96.75077704,55627.57842,36157.93
Retail on East Northwest Highway,retail,"Dallas County, Texas",East Northwest Highway,32.85791499282631,-96.74919584,20635.38869530369,13413.0
Retail on East Northwest Highway,retail,"Dallas County, Texas",East Northwest Highway,32.858315038414325,-96.74961447,41361.028968530656,26884.67
Office on Dallas Parkway,office,"Dallas County, Texas",Dallas Parkway,32.94315393825855,-96.82356617,57088.43389666477,37107.48
Office on Olympus Boulevard,office,"Dallas County, Texas",Olympus Boulevard,32.934656927066094,-96.98244614,56962.82124796921,37025.83
Office on Olympus Boulevard,office,"Dallas County, Texas",Olympus Boulevard,32.93544472274479,-96.98392147,57647.18114107998,37470.67
Industrial on Market Street,industrial,"Dallas County, Texas",Market Street,32.84068499999999,-97.02882615,257267.43513578788,167223.83
Industrial on Valley View Lane,industrial,"Dallas County, Texas",Valley View Lane,32.843624,-97.02079725,293862.9521874004,191010.92
Industrial on Market Street,industrial,"Dallas County, Texas",Market Street,32.8406767,-97.0234762,308347.0830703645,200425.6
Industrial on Market Street,industrial,"Dallas County, Texas",Market Street,32.840629713039384,-97.02621732,364351.9440669244,236828.76
Industrial on West Airport Freeway,industrial,"Dallas County, Texas",West Airport Freeway,32.83841672102574,-97.02777846,266103.2682962402,172967.12
Industrial on West Airport Freeway,industrial,"Dallas County, Texas",West Airport Freeway,32.838415145994084,-97.02433561,197700.70891699937,128505.46
Industrial on Frye Road,industrial,"Dallas County, Texas",Frye Road,32.821233600000014,-97.03274935,158394.5324,102956.45
Industrial on Bear Creek Court,industrial,"Dallas County, Texas",Bear Creek Court,32.82087425,-97.0284801,175767.1856827781,114248.67
Industrial on Bear Creek Court,industrial,"Dallas County, Texas",Bear Creek Court,32.821858549999995,-97.02602015,102985.24382289838,66940.41
Retail on Lake June Road,retail,"Dallas County, Texas",Lake June Road,32.73224906101759,-96.61702546,38271.007183139016,24876.15
Walmart Supercenter,retail,"Dallas County, Texas",Lake June Road,32.73184758579587,-96.61540217,215295.50728245007,139942.08
Beach Sheet Metal,industrial,"Dallas County, Texas",Long Creek Road,32.77309358,-96.56937916,25256.067678577456,16416.44
Lineage Logistics,industrial,"Dallas County, Texas",Long Creek Road,32.77429670433593,-96.56718168,406397.6243857088,264158.46
Dominion Plaza West,office,"Dallas County, Texas",Preston Road,32.986710207618955,-96.8022651,21639.48108884737,14065.66
Commercial on Campbell Road,commercial,"Dallas County, Texas",Campbell Road,32.98419790989121,-96.80271507,20588.89847586618,13382.78
Commercial on Preston Road,commercial,"Dallas County, Texas",Preston Road,32.98346402288279,-96.80076745,45323.68981151086,29460.4
Industrial on West Oakdale Road,industrial,"Dallas County, Texas",West Oakdale Road,32.790952058190506,-97.01328711,393524.6996628015,255791.05
Commercial on Greenhollow Lane,commercial,"Dallas County, Texas",Greenhollow Lane,32.938881601075394,-96.76618221,31051.31802467104,20183.36
El Rancho,retail,"Dallas County, Texas",Haymeadow Drive,32.94224838124107,-96.77110791,65064.54540729825,42291.95
Commercial on Haymeadow Drive,commercial,"Dallas County, Texas",Haymeadow Drive,32.94299291655869,-96.77091519,26577.34660347287,17275.28
Industrial on East Rental Car Drive,industrial,"Dallas County, Texas",East Rental Car Drive,32.85354547047549,-97.0242277,706763.1313919777,459396.04
Industrial on East Rental Car Drive,industrial,"Dallas County, Texas",East Rental Car Drive,32.85058304690646,-97.02611577,1100518.6854923095,715337.15
Industrial on West Rochelle Road,industrial,"Dallas County, Texas",West Rochelle Road,32.84386725,-97.02666215,1521358.2698423096,988882.88
Retail on East Cartwright Road,retail,"Dallas County, Texas",East Cartwright Road,32.745071706816994,-96.58440428,23777.75332688972,15455.54
Industrial on Innovative Way,industrial,"Dallas County, Texas",Innovative Way,32.775329525084985,-96.64898021,33853.12922520936,22004.53
Industrial on Innovative Way,industrial,"Dallas County, Texas",Innovative Way,32.77631735000001,-96.64896375,66787.95001662365,43412.17
Commercial on State Highway 78,commercial,"Dallas County, Texas",State Highway 78,32.97008396708657,-96.60287657,27721.59207485849,18019.03
Industrial on Andjon Drive,industrial,"Dallas County, Texas",Andjon Drive,32.874789416707294,-96.88515611,73882.06869075587,48023.34
Warehouse on Manana Drive,warehouse,"Dallas County, Texas",Manana Drive,32.87432150000001,-96.8853113,67880.36722417301,44122.24
Retail on Dallas Parkway,retail,"Dallas County, Texas",Dallas Parkway,32.93355115514022,-96.82065021,35322.03659595092,22959.32
Retail on Dallas Parkway,retail,"Dallas County, Texas",Dallas Parkway,32.93457956947195,-96.82071634,29015.53660402804,18860.1
Industrial on Gifford Street,industrial,"Dallas County, Texas",Gifford Street,32.75990675026018,-96.94570171,216479.33153151043,140711.57
Industrial on Gifford Street,industrial,"Dallas County, Texas",Gifford Street,32.75729963944105,-96.94417478,198368.63399258524,128939.61
Industrial on Hensley Drive,industrial,"Dallas County, Texas",Hensley Drive,32.75699973632871,-96.95282285,634308.6234684119,412300.61
Ferrara Candy Company,industrial,"Dallas County, Texas",Northeast 38th Street,32.7555193,-96.94856095,1052676.4745550023,684239.71
Amazon STX2,warehouse,"Dallas County, Texas",Hutton Drive,32.94344879104108,-96.90981777,235670.7869499189,153186.01
Commercial on Lyndon B Johnson Freeway,commercial,"Dallas County, Texas",Lyndon B Johnson Freeway,32.64044278311342,-96.81189509,129138.17844979397,83939.82
Retail on Candlelight Avenue,retail,"Dallas County, Texas",Candlelight Avenue,32.63344063827412,-96.90175629,29656.955149105364,19277.02
Warehouse on East Highway 67,warehouse,"Dallas County, Texas",East Highway 67,32.63019508535941,-96.90552134,30135.04500603836,19587.78
Commercial on South Alexander Avenue,commercial,"Dallas County, Texas",South Alexander Avenue,32.6359825,-96.89950895,20522.999033364787,13339.95
Retail on North Highway 67,retail,"Dallas County, Texas",North Highway 67,32.60149534513211,-96.93720644,40637.514522604375,26414.38
Commercial on North Highway 67,commercial,"Dallas County, Texas",North Highway 67,32.60022340503607,-96.93741193,54457.10968149176,35397.12
Retail on North Highway 67,retail,"Dallas County, Texas",North Highway 67,32.60199680919048,-96.93712981,33186.53315808653,21571.25
Retail on North Highway 67,retail,"Dallas County, Texas",North Highway 67,32.60294230756818,-96.93732898,175821.6657,114284.08
Retail on East FM 1382,retail,"Dallas County, Texas",East FM 1382,32.59789329441789,-96.93914488,21695.29763147775,14101.94
Retail on North Washington Avenue,retail,"Dallas County, Texas",North Washington Avenue,32.80314175638576,-96.79053962,23460.80225959129,15249.52
Office on West Las Colinas Boulevard,office,"Dallas County, Texas",West Las Colinas Boulevard,32.87543423038981,-96.94488225,28305.315249981984,18398.45
Office on North Central Expressway,office,"Dallas County, Texas",North Central Expressway,32.86178723237736,-96.76866757,64945.12839902053,42214.33
Retail on Preston Road,retail,"Dallas County, Texas",Preston Road,32.90828676230055,-96.80188131,44433.16954461424,28881.56
Retail on Preston Road,retail,"Dallas County, Texas",Preston Road,32.90751882634894,-96.8024141,32095.617596216285,20862.15
Industrial on Shorecrest Drive,industrial,"Dallas County, Texas",Shorecrest Drive,32.84801878540666,-96.86976846,55886.94033390963,36326.51
Industrial on Shorecrest Drive,industrial,"Dallas County, Texas",Shorecrest Drive,32.84851168333325,-96.8703369,48881.79933274635,31773.17
Warehouse on Nall Road,warehouse,"Dallas County, Texas",Nall Road,32.93502514704601,-96.82814023,78118.88062245883,50777.27
Office on International Parkway,office,"Dallas County, Texas",International Parkway,32.94147064468423,-96.82363894,30451.95259277611,19793.77
Tom Thumb,retail,"Dallas County, Texas",North Central Expressway,32.88895956160647,-96.7719327,28888.18292274485,18777.32
Retail on North Central Expressway,retail,"Dallas County, Texas",North Central Expressway,32.88967097139161,-96.77184625,37815.75703501733,24580.24
Retail on Royal Haven Lane,retail,"Dallas County, Texas",Royal Haven Lane,32.896079374891606,-96.87193381,26371.39455904353,17141.41
Retail on Webb Chapel Road,retail,"Dallas County, Texas",Webb Chapel Road,32.897432821353334,-96.87194452,44434.74186944636,28882.58
Commercial on East Mockingbird Lane,commercial,"Dallas County, Texas",East Mockingbird Lane,32.83540391009961,-96.75153354,34415.46644881959,22370.05
Retail on Abrams Road,retail,"Dallas County, Texas",Abrams Road,32.85576650391572,-96.74970406,21681.579265352044,14093.03
Commercial on Howell Street,commercial,"Dallas County, Texas",Howell Street,32.78670670023847,-96.8206526,20493.03445334561,13320.47
Commercial on Pittsburg Street,commercial,"Dallas County, Texas",Pittsburg Street,32.78607545427364,-96.82078819,39153.59841341242,25449.84
Commercial on Cole Street,commercial,"Dallas County, Texas",Cole Street,32.79004778686809,-96.81724805,24759.07719147485,16093.4
Retail on Wild Covey Trail,retail,"Dallas County, Texas",Wild Covey Trail,32.69529496944631,-97.02803975,39866.798359665016,25913.42
Retail on West Polo Road,retail,"Dallas County, Texas",West Polo Road,32.659350809171066,-97.02653199,48964.96008008979,31827.22
Commercial on Investment Drive,commercial,"Dallas County, Texas",Investment Drive,32.69685479,-96.91431445,179490.36622662784,116668.74
Retail on North Westmoreland Road,retail,"Dallas County, Texas",North Westmoreland Road,32.75047430473309,-96.87514601,29039.45343359019,18875.64
Warehouse on Singleton Boulevard,warehouse,"Dallas County, Texas",Singleton Boulevard,32.77733847034612,-96.87828513,40789.314142069976,26513.05
Retail on Village Center,retail,"Dallas County, Texas",Village Center,32.83059962521771,-96.94354449,23369.76313973315,15190.35
Industrial on North Belt Line Road,industrial,"Dallas County, Texas",North Belt Line Road,32.77414404803642,-96.99545836,100270.99122486675,65176.14
Industrial on Unknown,industrial,"Dallas County, Texas",Unknown,32.77059405,-96.9977031,715290.6214575474,464938.9
Quaker Oats Dallas DC,warehouse,"Dallas County, Texas",Chalk Hill Road,32.757529324135845,-96.9001795,514991.50461476087,334744.48
Commercial on Wichita Street,commercial,"Dallas County, Texas",Wichita Street,32.78569738920869,-96.81409581,26712.815799456843,17363.33
Ross,retail,"Dallas County, Texas",Marsh Lane,32.910856349035974,-96.85444852,30876.566289043192,20069.77
Warehouse on Lyndon B Johnson Freeway,warehouse,"Dallas County, Texas",Lyndon B Johnson Freeway,32.90908342963735,-96.9101904,118580.14298079614,77077.09
Industrial on President George Bush Turnpike,industrial,"Dallas County, Texas",President George Bush Turnpike,32.94936122986016,-96.92828352,298759.31051554426,194193.55
Industrial on West Belt Line Road,industrial,"Dallas County, Texas",West Belt Line Road,32.9490831,-96.9206373,206464.4376705544,134201.88
Industrial on Briercroft Court,industrial,"Dallas County, Texas",Briercroft Court,32.93813849676673,-96.92705673,36474.48970997824,23708.42
Industrial on West Crosby Road,industrial,"Dallas County, Texas",West Crosby Road,32.9457425,-96.92610405,65376.33412333312,42494.62
Industrial on Northwestern Drive,industrial,"Dallas County, Texas",Northwestern Drive,32.980188228470695,-97.0162895,40042.37395969722,26027.54
Warehouse on Freeport Parkway,warehouse,"Dallas County, Texas",Freeport Parkway,32.97790653573341,-97.01819636,146342.41102188444,95122.57
Industrial on Freeport Parkway,industrial,"Dallas County, Texas",Freeport Parkway,32.97903600000001,-97.0168891,111825.46980943331,72686.56
Industrial on Enterprise Drive,industrial,"Dallas County, Texas",Enterprise Drive,32.98652904525651,-97.03107573,61833.83159980594,40191.99
Industrial on Enterprise Drive,industrial,"Dallas County, Texas",Enterprise Drive,32.98511266141987,-97.03130672,251614.9300214308,163549.7
Commercial on Denton Drive,commercial,"Dallas County, Texas",Denton Drive,32.90272577849713,-96.89143781,45604.49411958828,29642.92
Nokia,office,"Dallas County, Texas",Olympus Boulevard,32.936819111368784,-96.98438055,51807.900164939085,33675.14
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.86468970875169,-96.88224214,26259.74416905954,17068.83
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.865096249379626,-96.88229215,30374.27655680881,19743.28
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.86398566908983,-96.88203548,20939.75529734735,13610.84
Office on Olympus Boulevard,office,"Dallas County, Texas",Olympus Boulevard,32.936281231432915,-96.98520643,52281.08118500911,33982.7
Office on Denton Drive,office,"Dallas County, Texas",Denton Drive,32.842940162849686,-96.86643786,210954.6043522145,137120.49
Office on Maple Avenue,office,"Dallas County, Texas",Maple Avenue,32.80626478422413,-96.81694982,21703.390277737635,14107.2
Commercial on Freewood Drive,commercial,"Dallas County, Texas",Freewood Drive,32.87007728360741,-96.88453068,21971.55287186012,14281.51
The Epic I,office,"Dallas County, Texas",Pacific Avenue,32.78476579986872,-96.78814371,26096.747490888847,16962.89
Commercial on Riveredge Drive,commercial,"Dallas County, Texas",Riveredge Drive,32.792470423135875,-96.82458852,64786.19112562312,42111.02
Uncommon Market,commercial,"Dallas County, Texas",Levee Street,32.79084248937016,-96.82578547,72530.31182108307,47144.7
Commercial on Denton Drive,commercial,"Dallas County, Texas",Denton Drive,32.82761089538927,-96.83755116,22624.425482640323,14705.88
Office on North Stemmons Freeway,office,"Dallas County, Texas",North Stemmons Freeway,32.83019034362186,-96.87490015,20329.415843637456,13214.12
Office on North Stemmons Freeway,office,"Dallas County, Texas",North Stemmons Freeway,32.829073875885776,-96.87444082,21609.64901601737,14046.27
Commercial on North Stemmons Freeway,commercial,"Dallas County, Texas",North Stemmons Freeway,32.82959203212564,-96.87477154,46348.1636639978,30126.31
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.824691664686384,-96.85501357,34530.71031757163,22444.96
Commercial on Langston Court,commercial,"Dallas County, Texas",Langston Court,32.82746415962664,-96.85235751,24887.91972459497,16177.15
Warehouse on West Mockingbird Lane,warehouse,"Dallas County, Texas",West Mockingbird Lane,32.82339985,-96.8570684,40671.57420825816,26436.52
Office on Medical District Drive,office,"Dallas County, Texas",Medical District Drive,32.804198530852744,-96.83983568,25956.80841708129,16871.93
Commercial on Medical District Drive,commercial,"Dallas County, Texas",Medical District Drive,32.80388463371188,-96.84102237,50234.16759173374,32652.21
Commercial on Farrington Street,commercial,"Dallas County, Texas",Farrington Street,32.79859358466285,-96.83776517,23934.743145207183,15557.58
Commercial on Farrington Street,commercial,"Dallas County, Texas",Farrington Street,32.79895792882202,-96.83832717,26632.96658542364,17311.43
Retail on Inwood Road,retail,"Dallas County, Texas",Inwood Road,32.80637657323241,-96.85352062,27821.63083044625,18084.06
Warehouse on Inwood Road,warehouse,"Dallas County, Texas",Inwood Road,32.80438404960189,-96.85194722,102571.85672274246,66671.71
Warehouse on Inwood Road,warehouse,"Dallas County, Texas",Inwood Road,32.80311380869048,-96.85233066,101939.79845238075,66260.87
Warehouse on Irving Boulevard,warehouse,"Dallas County, Texas",Irving Boulevard,32.80984546889966,-96.85420455,35324.70884134121,22961.06
Commercial on Empire Central Drive,commercial,"Dallas County, Texas",Empire Central Drive,32.82591095,-96.8581279,20928.571263561324,13603.57
Commercial on Apollo Road,commercial,"Dallas County, Texas",Apollo Road,32.954118489640535,-96.71145695,30222.561058308405,19644.66
Commercial on Industrial Drive,commercial,"Dallas County, Texas",Industrial Drive,32.95488310867167,-96.71145205,30292.726871958683,19690.27
Commercial on Industrial Drive,commercial,"Dallas County, Texas",Industrial Drive,32.95573893763017,-96.7114632,33427.49624638523,21727.87
Commercial on International Parkway,commercial,"Dallas County, Texas",International Parkway,32.956416193255755,-96.70939114,39270.17925609728,25525.62
Industrial on West Trinity Mills Road,industrial,"Dallas County, Texas",West Trinity Mills Road,32.981781145220786,-96.91380433,85055.31466,55285.95
Commercial on Mayfield Road,commercial,"Dallas County, Texas",Mayfield Road,32.693041238936864,-97.02797231,27403.092141609228,17812.01
Commercial on Waterwood Drive,commercial,"Dallas County, Texas",Waterwood Drive,32.69340101543506,-97.0279997,22281.72335195579,14483.12
Commercial on Waterwood Drive,commercial,"Dallas County, Texas",Waterwood Drive,32.69413854553888,-97.02805823,40934.33806962193,26607.32
Commercial on Waterwood Drive,commercial,"Dallas County, Texas",Waterwood Drive,32.69467115,-97.02799869,33196.514286252896,21577.73
The Union,office,"Dallas County, Texas",North Field Street,32.788901004835964,-96.80635849,22798.113263690808,14818.77
Wayfair Distribution Center,warehouse,"Dallas County, Texas",West Drive,32.6241641,-96.81983335,873850.2952257742,568002.69
Retail on Dawes Drive,retail,"Dallas County, Texas",Dawes Drive,32.72785849610445,-96.87281408,44558.79404837236,28963.22
Commercial on West Jefferson Boulevard,commercial,"Dallas County, Texas",West Jefferson Boulevard,32.74347986640305,-96.82788714,20810.2603719086,13526.67
Retail on Walnut Street,retail,"Dallas County, Texas",Walnut Street,32.92178405612563,-96.72048704,42348.03630557749,27526.22
Retail on Walnut Street,retail,"Dallas County, Texas",Walnut Street,32.92295132708441,-96.72074202,78610.12338722059,51096.58
Industrial on Bardin Road,industrial,"Dallas County, Texas",Bardin Road,32.67132613351928,-97.03282761,438107.9056993412,284770.14
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.91429713080468,-96.99992133,61176.39149,39764.65
Retail on East Northwest Highway,retail,"Dallas County, Texas",East Northwest Highway,32.85884692027602,-96.75034386,28890.302297938804,18778.7
Sam Pack's Five Star Chevrolet,office,"Dallas County, Texas",South Interstate 35E,32.940658789125806,-96.90128755,45027.07091888,29267.6
Warehouse on State Highway 66,warehouse,"Dallas County, Texas",State Highway 66,32.90996528868565,-96.614656,35046.24517950591,22780.06
777 Hidden Ridge,office,"Dallas County, Texas",Hidden Ridge,32.879701062882496,-96.95630087,103153.44239542534,67049.74
Walmart Supercenter,retail,"Dallas County, Texas",West Wheatland Road,32.64961273675087,-96.94444606,152447.13367560742,99090.64
Aldi,retail,"Dallas County, Texas",Gus Thomasson Road,32.81334474075987,-96.63667421,22387.172795493025,14551.66
Industrial on Cedar Valley Drive,industrial,"Dallas County, Texas",Cedar Valley Drive,32.6289344,-96.7800103,717674.8861153531,466488.68
Industrial on North Goode Road,industrial,"Dallas County, Texas",North Goode Road,32.615712227663906,-96.68528615,706610.5261055306,459296.84
Industrial on East Pleasant Run Road,industrial,"Dallas County, Texas",East Pleasant Run Road,32.614175450000005,-96.6818778,455497.7894920332,296073.56
Industrial on Peregrine Way,industrial,"Dallas County, Texas",Peregrine Way,32.6293371,-96.84969415,59557.123533275866,38712.13
Industrial on Autobahn Drive,industrial,"Dallas County, Texas",Autobahn Drive,32.63801865,-96.8634761,83620.98286112574,54353.64
Industrial on Autobahn Drive,industrial,"Dallas County, Texas",Autobahn Drive,32.63668203651523,-96.86487393,106011.3695763098,68907.39
Industrial on Logistics Drive,industrial,"Dallas County, Texas",Logistics Drive,32.629220857905025,-96.74772887,194129.2583648968,126184.02
Walmart Neighborhood Market,retail,"Dallas County, Texas",West Parkerville Road,32.57345659157045,-96.85774537,42642.75068284059,27717.79
Strike + Reel,retail,"Dallas County, Texas",Holford Road,32.97301094451673,-96.64878116,89641.87322647199,58267.22
Harwood No. 10,office,"Dallas County, Texas",Randall Street,32.794954720537994,-96.80878073,20535.32378378752,13347.96
Pavilion at Lover's Lane,retail,"Dallas County, Texas",West Lovers Lane,32.850515868385514,-96.81632393,63978.20223,41585.83
Retail on Belt Line Road,retail,"Dallas County, Texas",Belt Line Road,32.95076015985135,-96.85072143,30880.40274827853,20072.26
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.80206462529099,-96.82093167,112878.24038564516,73370.86
Warehouse on Marquis Drive,warehouse,"Dallas County, Texas",Marquis Drive,32.89989402827919,-96.67064616,65876.21399652273,42819.54
Warehouse on Unknown,warehouse,"Dallas County, Texas",Unknown,32.89962861662397,-96.67316097,189618.57919480783,123252.08
Warehouse on Marquis Drive,warehouse,"Dallas County, Texas",Marquis Drive,32.90023909989912,-96.67577193,177992.56613808195,115695.17
Industrial on South Airfield Drive,industrial,"Dallas County, Texas",South Airfield Drive,32.86552103591225,-97.01937239,494665.9123265693,321532.84
Amazon DAL2,warehouse,"Dallas County, Texas",South Airfield Drive,32.865020689056905,-97.02942791,1002336.327801808,651518.61
Industrial on Valley View Lane,industrial,"Dallas County, Texas",Valley View Lane,32.859604376696964,-97.01935509,353058.9824724811,229488.34
Industrial on East Rental Car Drive,industrial,"Dallas County, Texas",East Rental Car Drive,32.856103571480155,-97.02258658,104971.8863273428,68231.73
Industrial on East Rental Car Drive,industrial,"Dallas County, Texas",East Rental Car Drive,32.85582847132207,-97.02462472,99987.30863,64991.75
Industrial on West Rochelle Road,industrial,"Dallas County, Texas",West Rochelle Road,32.84732543959659,-97.02581859,494354.1512925405,321330.2
Industrial on Unknown,industrial,"Dallas County, Texas",Unknown,32.84736554229627,-97.02912489,494364.0330402102,321336.62
Office on Treadway Street,office,"Dallas County, Texas",Treadway Street,32.824254712914666,-96.84847023,25992.65904835579,16895.23
Warehouse on Hardy Road,warehouse,"Dallas County, Texas",Hardy Road,32.74151112719738,-96.97514321,802115.3808,521375.0
Warehouse on Skyline Road,warehouse,"Dallas County, Texas",Skyline Road,32.74012513254561,-96.98110449,1507082.6455614057,979603.72
Office on Hidden Ridge,office,"Dallas County, Texas",Hidden Ridge,32.87988573441879,-96.95711476,27050.112088162165,17582.57
Office on Cypress Waters Trail,office,"Dallas County, Texas",Cypress Waters Trail,32.939744899999994,-96.988627,41745.10767646876,27134.32
